clip	phoneme	word	mid	site_f0	site_f1	site_f2	site_f3	site_res	trk_p	trk_f1	trk_f2	trk_f3
charlotte	AO1	small	12.325	195.17	529.74	924.66	3320.31	0.31203	193.727	481.172	1001.67	3052.71
charlotte	P	plastic	12.530000000000001		842.19	2148.24	3078.82	0.78405	194.2045	777.091	2491.11	3572.78
charlotte	AE1	plastic	12.66	184.14	854.09	1230.37	3072.27	0.58819	184.803	863.809	3092.07	3861.26
charlotte	N	snake	13.065	158.7	538.5	1908.98	2880.94	0.79076	159.4725	441.5645	2147.48	3621.955
charlotte	EY1	snake	13.16	148.53	849.2	2100.79	2847.02	1.0	147.2815	616.584	2086.21	2888.64
charlotte	K	snake	13.3		891.64	2132.26	2636.6	0.67347	149.48450000000003	506.555	2122.01	2656.72
charlotte	N	and	13.504999999999999	144.87	491.83	1750.09	2945.89	0.68694	141.035	426.9205	1463.9850000000001	2863.09
charlotte	D	and	13.535	146.68	421.06	1750.68	2885.15	0.54099	146.5355	367.1325	1500.295	2801.5600000000004
charlotte	AH0	a	13.565000000000001	143.3	431.03	1513.14	2329.92	0.4571	145.95	435.8425	1721.6999999999998	2546.3050000000003
charlotte	B	big	13.615		459.78	1889.84	2651.55	0.61594	142.8295	408.43899999999996	1646.605	2607.66
charlotte	IH1	big	13.68	156.71	468.02	1958.58	2560.13	0.51568	158.168	476.667	1990.81	2596.29
charlotte	G	big	13.755		966.03	2021.13	2270.08	1.0	157.961	434.458	1979.18	2702.24
charlotte	OY1	toy	13.98	153.35	487.94	1213.78	2213.72	0.37066	152.29199999999997	490.4125	1309.145	2400.125
charlotte	AA1	frog	14.245000000000001	135.55	625.48	1100.29	2378.29	0.3458	137.514	592.653	1083.09	2388.99
charlotte	G	frog	14.335		534.73	1209.43	2405.12	0.49632	133.763	516.1469999999999	1092.815	2528.2
charlotte	AH0	the	14.59	131.52	459.71	1419.38	2601.82	0.4799	132.444	419.655	1561.645	2543.52
charlotte	K	kids	14.665		1162.11	2099.81	2922.46	0.81201	98.75685000000001	667.9125	2057.23	2680.6
charlotte	IH1	kids	14.75		479.11	2122.07	2659.24	0.58409	137.495	447.191	2087.72	2654.87
charlotte	D	kids	14.84		364.15	2219.52	2412.14	0.57099	67.1291	353.557	1907.58	2589.98
charlotte	IY1	she	15.71	161.43	374.24	2193.15	2612.85	0.5135	135.7755	364.1025	2203.7799999999997	2669.565
charlotte	N	can	15.865	157.33	431.98	1991.88	3015.5	0.64723	161.928	402.175	1750.48	2678.95
charlotte	UW1	scoop	16.095	193.83	402.3	1438.03	2631.57	0.47395	196.877	396.64	1601.1	2630.05
charlotte	P	scoop	16.185000000000002		410.01	1864.52	2878.01	0.43275	195.244	606.9995	1860.3899999999999	2748.7799999999997
charlotte	DH	these	16.225		387.4	1877.08	2792.25	0.56112	199.544	428.164	1868.99	2704.26
charlotte	IY1	these	16.295	165.55	470.36	2179.55	2800.1	0.68611	165.408	425.045	1999.83	2636.86
charlotte	IH1	things	16.525	144.85	457.81	2037.12	2912.11	0.51012	146.04149999999998	469.64	2013.59	2719.02
charlotte	NG	things	16.615000000000002	143.08	605.67	1976.09	2728.94	0.98103	143.055	412.84450000000004	1684.1599999999999	2662.775
charlotte	Z	things	16.705	139.07	268.3	1960.73	2905.19	0.32814	138.8595	1966.35	3139.66	4160.97
charlotte	IH0	into	16.759999999999998	145.88	412.4	1955.29	2710.77	0.37729	148.51850000000002	357.033	1870.53	2693.7
charlotte	N	into	16.8	140.16	379.04	2004.14	3273.38	0.56984	106.02940000000001	337.782	1775.79	2662.66
charlotte	T	into	16.845		903.2	1979.53	3363.22	0.78825	137.0355	267.429	1737.53	2658.82
charlotte	R	three	17.035	173.48	454.63	1493.29	2335.24	0.46932	175.68849999999998	429.479	1643.68	2415.2
charlotte	IY1	three	17.115000000000002	181.61	379.18	1257.11	2281.56	0.34633	179.993	376.417	1944.86	2323.07
charlotte	R	red	17.205	172.08	432.03	1548.77	2358.13	0.45193	175.311	419.218	1560.8	2323.07
charlotte	D	red	17.34	167.56	645.63	1455.48	2380.36	0.73464	165.14499999999998	619.549	1639.75	2683.12
charlotte	G	bags	17.625		585.29	1677.62	2529.34	0.63643	134.266	461.03499999999997	1718.94	2646.11
charlotte	W	we	18.125	147.77	421.48	1150.04	2202.48	0.50997	143.8055	398.95349999999996	1197.15	2351.525
charlotte	IY1	we	18.155	145.13	358.42	1164.58	2323.73	0.29107	143.8955	385.3155	1281.035	2368.8500000000004
charlotte	W	will	18.200000000000003	135.26	380.68	1038.9	2389.69	0.41518	137.23950000000002	411.282	1193.37	2635.61
charlotte	G	go	18.345		400.92	1365.27	2257.68	0.40598	137.339	440.956	1502.11	2564.9
charlotte	OW1	go	18.43	136.59	561.86	1348.81	2522.78	0.62761	137.376	562.043	1340.745	2491.43
charlotte	M	meet	18.52	142.82	408.67	1115.65	2612.53	0.52406	140.9715	412.81500000000005	1072.895	2541.075
charlotte	IY1	meet	18.604999999999997	159.03	463.71	2414.47	2731.53	0.71822	156.64	414.816	2105.29	2557.76
charlotte	ER0	her	18.82	159.24	524.71	1099.16	2686.62	0.36006	160.7705	513.867	1440.81	2674.57
charlotte	W	wednesday	18.9	144.1	498.82	1215.17	2751.33	0.65582	147.1225	467.89	1123.29	2597.94
charlotte	N	wednesday	19.04	135.35	656.67	1673.12	2885.6	0.9198	134.495	430.111	1784.0	2940.47
charlotte	EY2	wednesday	19.354999999999997	127.75	535.42	2263.42	2711.83	1.0	132.658	485.339	1887.76	2725.18
charlotte	R	train	19.855	134.26	614.44	1903.26	2722.21	0.8604	134.039	572.975	1830.26	2631.72
charlotte	EY1	train	19.915	131.3	773.43	2093.54	2837.14	1.0	132.125	542.713	2238.75	2863.03
charlotte	N	train	19.98	127.69	546.32	2077.32	2793.34	0.83788	128.41	435.877	2238.75	3076.49
charlotte	EY1	station	20.22	125.3	537.27	2050.95	2679.93	0.63192	125.49600000000001	536.877	2039.8	2745.85
charlotte	N	station	20.490000000000002		690.68	2321.97	3137.39	1.0	131.558	287.453	1803.41	2861.24
cheryl	IY1	please	0.6499999999999999	290.99	382.2	2022.96	3065.52	0.49597	298.711	380.339	2553.67	3070.33
cheryl	AO1	call	0.8999999999999999	311.52	639.83	1192.94	2218.92	0.58211	329.535	646.91	1168.685	2946.5550000000003
cheryl	AH0	stella	1.4300000000000002		910.41	2019.07	2974.61	1.0	157.722	849.862	1988.85	3347.31
cheryl	AE1	ask	1.69	232.5	900.98	1642.18	2316.54	0.7704	227.757	959.922	2141.83	2741.985
cheryl	B	bring	2.075		423.85	1628.14	2345.02	0.51878	387.124	451.4845	1685.06	2481.835
cheryl	IH1	bring	2.16	310.09	589.06	2163.44	2567.98	0.8664	244.76800000000003	569.7505	1932.27	2923.49
cheryl	NG	bring	2.205	273.83	293.91	1469.93	2315.59	0.35331	223.563	541.991	2194.55	2833.55
cheryl	DH	these	2.25	294.47	438.96	1973.35	3185.08	0.64971	277.9255	394.353	2329.665	3919.505
cheryl	IY1	these	2.31	269.09	410.89	2073.59	2991.56	0.5578	286.812	392.5885	2647.115	3369.9
cheryl	Z	these	2.37		1179.32	2330.22	3015.93	0.78885	276.822	1331.755	2415.6	3600.045
cheryl	TH	things	2.435		475.06	1838.91	2406.59	0.42357	553.2764999999999	1273.115	2389.365	3551.6949999999997
cheryl	TH	with	2.7350000000000003		584.25	1867.26	2521.45	0.8108	233.0915	422.624	1968.6100000000001	2826.99
cheryl	ER0	her	2.885	203.96	603.08	1451.59	2190.39	0.63589	207.331	628.909	1627.4	2237.03
cheryl	AH0	the	3.0949999999999998	214.99	418.33	1951.55	3398.28	0.53569	203.662	1195.453	2637.23	3943.7700000000004
cheryl	AO1	store	3.3049999999999997	170.59	563.8	1135.08	2908.47	0.4423	184.991	559.646	1200.53	2792.81
cheryl	R	store	3.415		812.01	1770.99	2378.8	1.0	96.5822	753.732	1622.135	2458.39
cheryl	IH1	six	4.06	306.13	585.86	2306.92	2501.7	0.89444	305.669	570.645	2330.09	3001.07
cheryl	UW1	spoons	4.385	309.17	478.59	1291.26	2350.72	0.57694	313.4965	482.913	1590.9	3441.72
cheryl	N	spoons	4.48	264.78	401.86	2146.52	3186.09	0.63417	275.271	476.468	2126.32	3349.91
cheryl	AH0	of	4.57	243.06	506.08	2072.09	3141.46	0.7037	550.4960000000001	936.6714999999999	2288.885	3487.045
cheryl	EH1	fresh	4.755	236.15	688.81	2037.12	2136.11	0.82059	244.2365	702.5435	1965.335	3148.545
cheryl	N	snow	4.98	256.56	373.84	2141.16	3189.26	0.59072	265.927	1392.3425	2801.1	4046.545
cheryl	OW1	snow	5.055	217.43	570.48	1422.93	3085.6	0.66801	224.79	567.2735	1517.9699999999998	3285.62
cheryl	P	peas	5.16		816.28	1970.2	2786.12	0.73129	218.6475	459.0115	1765.9650000000001	2686.325
cheryl	Z	peas	5.45		529.05	2145.87	2904.7	0.47208	150.73000000000002	417.643	2373.76	3549.03
cheryl	AY1	five	5.945	226.19	1018.39	1795.22	2883.33	1.0	227.025	911.938	1715.24	2954.34
cheryl	V	five	6.05		732.06	1903.18	2535.86	0.71245	286.911	645.3725	2200.105	3114.965
cheryl	IH1	thick	6.17	155.36	558.75	2512.76	2610.82	0.87895	153.2545	529.7974999999999	2400.725	3014.395
cheryl	AE1	slabs	6.455	245.07	742.33	1749.28	2210.81	0.57402	245.561	739.114	1909.555	2878.95
cheryl	B	slabs	6.535	248.1	728.85	1885.9	3269.8	0.90045	245.811	633.748	1874.67	3361.88
cheryl	AH0	of	6.625	244.45	466.92	1763.27	3122.27	0.50006	244.462	444.415	1860.64	3081.64
cheryl	L	blue	6.755	229.28	389.98	1356.0	3138.36	0.35652	230.7335	373.99850000000004	1717.78	2974.57
cheryl	UW1	blue	6.84	209.67	423.88	2377.35	2996.15	0.72166	213.98450000000003	403.931	2143.35	3005.9
cheryl	IY1	cheese	7.1	199.54	414.56	1617.26	3073.23	0.4786	203.081	413.254	1940.63	3153.67
cheryl	Z	cheese	7.225		495.18	2063.89	2336.9	0.44457	204.96699999999998	422.917	2004.17	3009.73
cheryl	M	maybe	7.494999999999999	234.52	373.14	1974.74	2847.46	0.67125	233.387	335.5675	1715.88	2540.37
cheryl	EY1	maybe	7.57	242.67	475.25	2104.99	2926.24	0.50227	241.816	467.561	2874.67	3480.65
cheryl	B	maybe	7.640000000000001	240.56	343.1	2205.16	3259.13	0.56331	245.00400000000002	377.4765	2563.545	3254.925
cheryl	IY0	maybe	7.705	277.68	355.98	1558.5	3036.73	0.32858	271.195	331.891	2268.46	3224.02
cheryl	AH0	a	7.779999999999999	282.91	551.46	2119.19	2855.69	0.77619	279.1275	542.848	2066.17	2755.38
cheryl	AE1	snack	8.015	205.98	924.12	1931.3	2289.4	0.88436	214.1495	826.087	1799.34	2296.56
cheryl	HH	her	8.29		988.22	1888.25	2731.56	0.91414	231.925	747.558	1822.3200000000002	2411.045
cheryl	ER0	her	8.370000000000001	214.54	694.79	1582.01	2168.97	0.86856	213.734	717.7475	1561.415	2288.87
cheryl	R	brother	8.45	205.16	599.76	1381.6	2427.02	0.66267	210.6365	627.1265000000001	1566.135	2576.0
cheryl	DH	brother	8.54	197.02	487.05	1559.73	2946.97	0.61421	199.735	479.844	1466.23	3022.16
cheryl	ER0	brother	8.59	201.11	592.22	1724.47	2232.69	0.83474	203.81900000000002	603.1155	1666.685	2886.605
cheryl	B	bob	8.649999999999999		357.97	1411.34	2500.8	0.4	196.745	365.23749999999995	1526.9299999999998	2644.79
cheryl	AA1	bob	8.79		859.73	1364.77	2736.23	0.8842	110.071	859.124	1391.915	2816.995
cheryl	IY1	we	9.585	268.25	481.52	2425.36	3031.14	0.75273	273.002	421.7015	2011.14	3024.39
cheryl	L	also	9.690000000000001	304.6	670.83	1501.61	3272.94	0.85125	286.542	734.3445	1515.8200000000002	3532.9049999999997
cheryl	N	need	9.865	341.36	387.23	2115.69	2783.44	0.60561	348.859	415.539	2045.08	2434.23
cheryl	D	need	9.99	257.54	354.81	2083.19	2264.82	0.53312	300.7265	383.26099999999997	2620.895	3189.0
cheryl	AH0	a	10.045	253.77	496.98	2088.13	2231.16	0.68616	254.935	484.719	2314.48	3337.5
cheryl	M	small	10.205	252.36	291.72	1453.44	2455.73	0.40911	257.97749999999996	380.235	1639.835	2547.63
cheryl	AO1	small	10.27	227.19	750.84	1154.05	3415.53	0.74098	228.57600000000002	723.678	1322.9850000000001	3492.88
cheryl	AE1	plastic	10.5	295.55	809.74	2066.86	2756.04	0.75911	298.37199999999996	804.566	1945.125	3293.955
cheryl	EY1	snake	10.934999999999999	216.42	448.2	2073.72	2901.78	0.4333	219.4405	465.94849999999997	2134.285	2944.9300000000003
cheryl	D	and	11.16	221.82	328.4	1546.09	2990.6	0.39558	224.6215	373.1565	2382.625	3528.45
cheryl	AH0	a	11.195	207.4	477.76	2173.68	2744.77	0.67596	213.33249999999998	338.40200000000004	1955.53	2916.3199999999997
cheryl	B	big	11.24		382.88	1669.18	2802.15	0.48459	207.084	245.609	2306.68	3442.75
cheryl	IH1	big	11.309999999999999	228.84	471.28	1973.71	2792.24	0.52754	219.139	476.352	2376.695	3008.42
cheryl	G	big	11.375	243.32	420.96	1568.58	2619.92	0.46507	240.619	388.959	2085.91	2911.06
cheryl	OY1	toy	11.58	234.89	686.19	1563.12	2837.02	0.97255	245.337	622.216	1610.49	3043.1
cheryl	AA1	frog	11.84	189.71	922.17	1551.62	2404.13	1.0	197.834	881.637	1527.39	2446.07
cheryl	G	frog	11.915	209.47	511.26	1608.34	2775.61	0.55518	200.426	667.4925000000001	1636.405	2711.365
cheryl	DH	the	12.09		637.24	1944.41	2319.86	0.89674	220.382	395.77	1746.63	2941.55
cheryl	IH1	kids	12.325		598.23	2047.78	2539.54	0.8601	190.237	581.2774999999999	2621.3450000000003	3389.86
cheryl	D	kids	12.440000000000001		248.41	1480.91	2421.46	0.29242	290.56095	208.735	2215.76	3328.58
cheryl	K	can	13.155000000000001	230.47	302.54	2044.6	3088.97	0.33224	176.1955	351.2335	2283.43	2970.43
cheryl	AH0	can	13.184999999999999	267.16	408.53	2059.68	2749.36	0.18465	234.029	375.21500000000003	2254.91	2889.2250000000004
cheryl	N	can	13.225	238.56	321.0	1807.3	2378.36	0.44088	262.1305	406.246	2332.3	2781.92
cheryl	UW1	scoop	13.405	307.67	411.36	2202.01	3055.02	0.66032	315.074	392.621	2200.99	3089.11
cheryl	P	scoop	13.465		762.34	2188.65	3176.72	0.73742	226.382	1156.0765	2103.85	3244.545
cheryl	IY1	these	13.57	347.6	368.8	1978.55	2789.47	0.46319	348.55	395.933	2372.54	3177.05
cheryl	IH1	things	13.785	253.35	542.23	1994.3	2572.16	0.7082	259.76	551.4335000000001	2204.145	2501.515
cheryl	NG	things	13.875	247.8	402.7	1491.88	2556.15	0.5449	245.937	366.617	2325.42	2858.62
cheryl	Z	things	13.98		684.53	2304.76	3382.32	0.56528	250.9685	1680.29	2706.44	4138.745
cheryl	T	into	14.205		498.05	2114.07	3070.83	0.54566	234.3765	1005.8389999999999	2409.23	3435.995
cheryl	IY1	three	14.36	236.43	466.6	2341.12	2682.58	0.70967	230.104	462.328	2307.74	2624.86
cheryl	R	red	14.42	248.62	434.32	1978.23	2645.46	0.59915	243.753	366.442	1722.72	2597.79
cheryl	EH1	red	14.495	260.61	735.7	2061.13	2895.11	0.92323	260.445	661.0195	2046.815	2801.135
cheryl	D	red	14.559999999999999	242.93	361.4	2134.23	2970.87	0.55078	246.86649999999997	476.244	1759.84	2683.69
cheryl	B	bags	14.620000000000001		964.87	2189.62	3058.58	1.0	253.864	1400.39	2322.72	3631.98
cheryl	AE1	bags	14.76	188.01	910.31	2193.17	2898.88	0.93798	199.593	802.4865	2227.01	2767.0950000000003
cheryl	G	bags	14.89		399.75	2113.87	3091.16	0.55541	220.8745	462.0545	2157.9700000000003	3581.4449999999997
cheryl	W	we	15.14	224.54	522.25	1163.68	3127.68	0.68344	223.449	370.964	1180.24	2757.66
cheryl	IY1	we	15.190000000000001	228.18	445.94	1928.63	2802.58	0.59439	227.27	435.0095	1802.2849999999999	2815.04
cheryl	AH0	will	15.265	221.91	470.95	1215.62	3000.66	0.33681	221.363	417.19	1269.54	2878.085
cheryl	L	will	15.309999999999999	221.89	456.77	1138.1	3132.21	0.40478	220.958	466.622	1288.27	2886.51
cheryl	OW1	go	15.45	229.14	699.52	1225.66	3061.21	0.93112	574.947	608.9984999999999	1199.57	2871.8500000000004
cheryl	M	meet	15.535	274.41	315.26	1346.73	2585.18	0.42292	270.087	1264.58	2495.4	3629.2
cheryl	T	meet	15.675	297.1	410.34	2178.51	2689.25	0.5009	296.023	473.054	2238.675	2953.3999999999996
cheryl	HH	her	15.719999999999999	287.06	574.25	1954.86	2965.24	0.60258	302.3395	399.987	1976.03	2742.04
cheryl	ER0	her	15.795	229.23	681.08	1441.04	2289.59	0.79498	241.865	703.766	1569.21	2602.63
cheryl	W	wednesday	15.865	216.99	531.89	1160.28	2475.91	0.69896	222.0775	561.925	1446.61	2515.11
cheryl	EH1	wednesday	15.935	196.82	748.43	1878.73	2802.06	0.89061	203.825	690.326	1773.91	2858.22
cheryl	N	wednesday	16.015	206.91	425.62	2167.02	2552.6	0.67436	202.739	449.20550000000003	2149.2799999999997	2973.0550000000003
cheryl	Z	wednesday	16.07	224.52	298.62	1493.44	2474.31	0.27055	213.181	268.448	1870.23	3124.145
cheryl	EY2	wednesday	16.16	199.59	426.9	1430.87	2943.13	0.56712	207.59699999999998	578.714	2331.21	3463.53
cheryl	AE1	at	16.215	189.71	571.1	1804.11	2485.52	0.34505	190.92000000000002	567.8475000000001	2059.725	2579.69
cheryl	T	at	16.25		439.44	1281.74	2477.14	0.32367	136.2712	924.751	2228.72	2961.19
cheryl	N	train	16.61	207.73	351.49	1618.28	2909.06	0.44729	192.386	451.045	2360.54	3349.41
cheryl	EY1	station	16.795		378.21	1590.68	3040.9	0.16394	91.30600000000001	386.39	2860.41	3579.79
cheryl	N	station	17.1	238.85	289.91	2026.57	3242.91	0.43991	235.87	501.258	1955.82	3135.7
chris	AE1	and	1.125	156.96	664.37	1621.64	2345.6	0.83721	156.596	693.156	1608.25	2470.94
chris	N	and	1.335	160.35	495.43	1433.89	2034.43	0.62606	162.996	417.82	1473.74	2307.42
chris	AH1	what	1.635	179.39	622.85	1280.86	2226.72	0.59693	185.986	597.321	1316.39	2379.63
chris	AY1	i'm	1.755	177.23	759.6	1466.53	2121.3	0.44065	178.681	824.517	1478.185	2341.525
chris	M	i'm	1.82	178.37	288.66	1157.26	2169.31	0.33267	178.373	1163.54	2134.14	3276.58
chris	AH0	about	1.8900000000000001	178.88	510.27	1199.62	2115.02	0.5079	179.5455	499.32800000000003	1241.445	2521.145
chris	B	about	2.025		197.33	917.84	2359.27	0.11827	165.599	1397.36	2461.7	3582.3
chris	T	about	2.3049999999999997		632.67	1163.99	2670.0	0.42761	290.024	592.4265	1117.5900000000001	2772.245
chris	AH0	to	2.41	218.3	387.47	1629.16	2308.31	0.49016	229.571	361.5105	1681.7150000000001	2611.9700000000003
chris	EY1	say	2.695	150.3	431.76	2025.64	2482.29	0.38483	156.0865	439.522	2063.58	2528.59
chris	IH1	is	2.92	130.41	380.39	2162.0	2628.57	0.34989	130.78750000000002	378.969	2051.59	2581.29
chris	Z	is	3.0700000000000003		364.13	1759.98	2572.38	0.34017	118.477	303.3035	1772.96	2642.12
chris	EY1	a	3.23	122.31	381.98	2241.35	2498.21	0.54502	118.7555	388.668	2183.22	2672.9
chris	M	massive	3.62	161.29	236.15	1375.23	2218.65	0.29702	152.882	263.782	1506.87	2523.42
chris	AE1	massive	4.025	205.34	709.67	1627.72	2148.4	0.49337	206.417	677.616	1638.82	2598.07
chris	IH0	massive	4.32	163.21	399.3	1659.77	2428.69	0.45425	163.951	411.5185	1651.135	2510.07
chris	V	massive	4.4	156.96	350.36	1557.5	2425.54	0.37118	152.5735	416.468	1408.4	2503.09
chris	OW1	over	4.49	132.86	442.25	891.49	2403.2	0.21618	136.514	452.632	955.755	2525.34
chris	V	over	4.585	113.01	625.92	1913.6	2855.87	0.64024	122.66	469.153	1556.82	2709.21
chris	M	simplification	4.865	111.24	257.48	1460.3	2253.78	0.35331	112.671	218.369	1525.9	2581.2
chris	P	simplification	4.91		344.78	1559.22	2302.63	0.32806	156.15800000000002	307.2105	1516.115	2816.215
chris	L	simplification	4.96	106.2	390.04	1041.66	2372.42	0.27024	105.805	396.399	1197.8	2691.99
chris	AH0	simplification	5.005	98.11	450.01	1107.13	2363.23	0.39534	100.25280000000001	434.97799999999995	1203.54	2460.8050000000003
chris	F	simplification	5.035	99.52	434.03	1224.75	2283.7	0.18321	99.63745	401.7815	1268.59	2398.5550000000003
chris	IH0	simplification	5.07	114.26	380.26	1460.19	2545.98	0.37465	108.9205	351.7365	1527.48	2569.745
chris	EY1	simplification	5.234999999999999	163.53	346.67	2149.94	2625.89	0.21826	165.692	346.2735	2156.245	2599.69
chris	AH0	simplification	5.43	88.59	639.13	1580.66	2320.55	0.78957	151.184	487.70349999999996	1607.655	2585.2650000000003
chris	N	simplification	5.545		280.88	1672.81	2555.32	0.35206	153.553	250.56	1638.26	2501.355
chris	T	but	6.01	149.37	441.23	1483.7	1857.32	0.36919	149.882	437.307	1490.26	2514.6099999999997
chris	IH0	in	6.055	144.62	521.38	1575.44	2192.29	0.6744	145.4845	533.784	1576.33	2535.24
chris	N	in	6.109999999999999	141.96	493.2	1495.62	2046.78	0.63564	141.916	514.168	1532.52	2443.71
chris	AH0	a	6.18	154.59	476.98	1681.7	2688.55	0.56485	153.1365	440.69849999999997	1660.9450000000002	2659.185
chris	EH1	sense	6.415		750.68	1631.93	2661.58	0.81614	280.51599999999996	601.614	1617.5	2574.86
chris	N	sense	6.55	159.88	240.37	1724.52	2436.99	0.30172	161.081	293.298	1630.845	2584.62
chris	UW1	human	6.93		455.68	1597.22	2364.57	0.60437	242.79	402.9725	1682.08	2494.45
chris	M	human	6.975		371.15	1062.68	2342.18	0.44834	260.226	532.983	1547.76	2358.81
chris	AH0	human	7.02		501.27	1538.69	2222.65	0.56994	261.726	520.1985	1555.0149999999999	2398.6850000000004
chris	N	human	7.075	216.76	330.71	1202.85	2228.78	0.32878	221.407	337.5165	1544.62	2333.685
chris	EY1	brains	7.295	178.75	491.96	1869.94	2306.05	0.48733	179.453	447.033	1913.66	2455.83
chris	N	brains	7.37	166.59	286.9	1786.81	2330.05	0.38507	169.479	571.7715000000001	2083.02	3046.19
chris	Z	brains	7.44	167.37	296.25	1529.91	2461.0	0.27504	166.225	607.08	1952.7	3234.06
chris	AA1	are	7.575	134.39	557.98	1077.49	1712.87	0.21787	134.767	673.709	1229.6999999999998	2081.955
chris	R	roughly	8.0		252.06	838.14	2845.14	0.0	214.8155	256.461	1500.48	2641.77
chris	AH1	roughly	8.145		606.07	1162.09	1834.0	0.51532	252.43099999999998	810.065	1438.42	2690.74
chris	L	roughly	8.3	236.06	379.53	1420.74	2706.75	0.35739	237.147	332.487	1692.8	2583.4
chris	IY0	roughly	8.36	218.14	318.32	2084.39	2396.88	0.28949	223.4375	331.688	1941.73	2481.18
chris	AO1	thought	8.55	196.99	618.7	1174.53	2326.95	0.5424	198.45350000000002	684.6279999999999	1200.975	2490.925
chris	T	thought	8.64	197.75	435.01	1262.31	2438.71	0.31643	196.93349999999998	475.057	1454.47	2557.69
chris	AH0	of	8.725	195.0	462.77	1532.3	2624.39	0.39578	195.7995	459.3035	1526.77	2619.765
chris	V	of	8.825	179.83	444.63	1585.74	2740.91	0.44331	177.674	416.758	1590.17	2685.94
chris	EH1	as	8.92	166.65	503.29	1662.27	2610.54	0.20859	167.195	476.831	1646.47	2621.72
chris	Z	as	9.004999999999999	162.68	418.0	1611.7	2528.76	0.34154	163.9995	398.314	1750.03	2648.73
chris	HH	having	9.075	179.71	397.7	1840.89	2676.44	0.43025	176.798	325.15500000000003	1748.915	2573.785
chris	AE1	having	9.145	156.1	697.4	1528.83	2226.06	0.44819	161.926	691.342	1548.08	2384.375
chris	IH0	having	9.27	154.34	501.74	1688.88	2515.43	0.66025	156.773	494.486	1707.9099999999999	2648.55
chris	NG	having	9.325	137.29	463.91	1394.95	2361.05	0.63328	141.7185	468.1805	1685.7649999999999	2452.005
chris	AH0	a	9.465	111.63	655.79	1356.08	2266.4	0.7648	114.587	665.57	1373.74	2452.69
chris	AY1	highly	9.73	155.73	634.54	1651.68	2317.17	0.30584	155.2355	642.6075000000001	1643.2649999999999	2437.845
chris	L	highly	9.809999999999999	151.04	535.7	1631.32	2477.74	0.66811	150.351	501.496	1602.01	2525.25
chris	IY0	highly	9.875	147.17	306.22	1922.43	2342.37	0.21366	147.151	304.645	1835.76	2412.08
chris	L	logical	9.96	124.83	383.8	1222.74	2321.54	0.30989	130.35250000000002	395.752	1476.72	2633.87
chris	AA1	logical	10.07	117.64	681.21	1187.32	2230.96	0.48618	119.0705	651.427	1129.54	2605.3
chris	AH0	logical	10.27	122.67	390.23	1132.34	2323.29	0.30982	159.5005	413.3505	1371.1999999999998	2522.015
chris	P	part	10.375		805.08	1879.73	3036.51	0.70582	111.3301	538.068	1735.82	3194.035
chris	R	part	10.48	118.54	540.47	1339.98	1658.15	0.5545	119.87	555.341	1408.46	1745.71
chris	AH0	of	10.555	118.93	464.35	1444.67	2321.69	0.36227	167.22650000000002	449.0535	1449.5349999999999	2432.2349999999997
chris	V	of	10.585	117.11	428.72	1406.61	2324.27	0.394	117.92750000000001	437.119	1500.0	2594.305
chris	DH	the	10.615	117.94	435.42	1407.91	2287.89	0.5125	117.7375	427.41650000000004	1467.01	2583.855
chris	AH0	the	10.66	102.9	381.88	1384.36	2207.71	0.35339	117.4	415.235	1597.64	2603.46
chris	B	brain	10.719999999999999		448.34	1385.25	2942.27	0.48997	156.446	433.317	1625.74	2692.74
chris	EY1	brain	10.895	119.52	459.47	1977.53	2379.52	0.43733	117.216	445.408	2002.99	2626.04
chris	N	brain	10.98	131.96	314.12	1403.31	2286.26	0.34576	129.96800000000002	308.459	1703.3	2359.06
chris	DH	that	11.02	125.32	290.41	1581.39	2385.01	0.36758	127.63	287.3245	1498.1750000000002	2343.8450000000003
chris	EY1	takes	11.26	112.74	343.23	2182.04	2725.24	0.21766	126.158	334.295	2036.84	2541.54
chris	K	takes	11.315		416.52	1954.96	2658.65	0.37169	88.60035	426.616	1942.73	2648.3
chris	AH0	a	11.45	98.64	504.15	1011.62	1986.29	0.45658	100.6856	501.46	1859.95	3660.48
chris	AO1	long	11.79	119.57	679.45	807.32	2095.79	0.50248	120.313	648.383	2358.71	3275.27
chris	NG	long	11.899999999999999	132.9	487.15	1063.38	2394.92	0.61452	128.25099999999998	526.591	2164.91	3324.27
chris	T	time	12.015		682.11	1728.34	2957.77	0.58465	122.552	986.622	2707.515	3846.385
chris	AY1	time	12.18	103.82	687.81	1545.32	2294.95	0.35217	105.06	681.1065000000001	1586.81	2557.175
chris	M	time	12.335	135.56	333.85	1294.49	2238.73	0.44155	127.8565	396.96349999999995	1646.3400000000001	2496.395
chris	AE1	and	12.57	111.33	363.04	2041.52	2574.73	0.47148	105.463	409.969	1898.45	2571.78
chris	N	and	12.780000000000001	101.24	386.25	1543.24	2232.65	0.48406	103.392	394.32	1559.72	2480.7
chris	D	and	12.835		446.8	1278.57	2100.2	0.47522	100.40635	251.276	1662.73	2556.24
chris	IH1	thinks	13.29	160.99	353.74	1973.33	2460.88	0.23672	162.8155	359.611	1959.12	2500.04
chris	NG	thinks	13.34	145.53	383.61	1157.3	2316.94	0.45256	146.7935	355.89	2156.1	3533.39
chris	K	thinks	13.385	131.04	375.74	1725.77	2394.77	0.29246	136.348	334.459	1917.75	2940.76
